0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399
0.529,0.884,0.242,0.144,0.994,0.209,0.914,0.992,0.772,0.086,0.001,0.375,0.236,0.425,0.304,0.763,0.013,0.045,0.029,0.688,0.699,0.708,0.869,0.442,0.682,0.787,0.964,0.562,0.113,0.062,0.131,0.766,0.782,0.012,0.737,0.173,0.727,0.63,0.422,0.873,0.618,0.881,0.301,0.749,0.969,1.0,1.0,1.0,0.388,0.609,0.891,0.179,0.404,0.646,0.502,0.587,0.167,0.754,0.878,0.967,0.749,0.425,0.399,0.918,1.0,1.0,1.0,1.0,0.534,0.835,0.87,0.922,0.805,0.885,1.0,1.0,0.502,0.163,0.215,0.68,0.176,0.717,0.15,1.0,1.0,1.0,1.0,0.539,0.906,0.007,0.197,0.809,0.972,1.0,1.0,1.0,1.0,0.635,0.986,0.673,0.791,0.689,0.453,1.0,1.0,1.0,0.718,0.567,0.086,0.966,0.71,0.529,0.687,1.0,1.0,1.0,1.0,0.996,0.554,0.581,0.796,0.294,0.035,0.479,0.397,0.342,0.604,0.431,0.208,0.575,0.814,0.385,0.868,1.0,1.0,1.0,1.0,1.0,0.994,0.255,0.167,0.998,0.827,0.897,0.803,0.673,0.15,0.088,0.689,0.046,0.831,0.179,0.914,0.876,1.0,1.0,1.0,1.0,0.811,0.259,0.955,0.994,0.434,0.306,0.73,0.285,0.482,0.14,0.759,0.916,0.892,0.323,0.979,0.077,0.382,1.0,1.0,0.85,0.073,0.074,0.222,0.345,0.126,0.225,0.833,0.052,0.241,0.091,0.914,0.115,0.805,0.286,0.248,0.379,0.488,0.673,0.207,0.892,0.059,0.218,0.655,0.208,0.617,0.058,0.349,0.859,0.239,0.103,0.866,0.851,0.869,0.317,0.912,0.245,0.365,0.105,0.19,0.103,0.069,0.592,0.062,0.942,0.659,0.625,0.025,0.981,1.0,1.0,1.0,1.0,1.0,0.141,0.657,0.079,0.385,0.907,0.506,0.0,0.441,0.892,0.877,0.097,0.705,0.501,0.993,0.604,1.0,1.0,1.0,1.0,1.0,0.327,0.419,0.178,0.304,0.935,0.89,0.466,0.693,0.272,0.543,0.516,0.591,0.878,0.139,1.0,1.0,1.0,1.0,1.0,1.0,0.363,0.878,0.799,0.222,0.412,0.116,0.502,0.913,0.986,0.329,0.817,0.876,0.84,0.442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.872,0.9,0.263,0.723,0.981,1.0,0.36,0.623,0.118,0.939,0.626,0.725,0.041,0.095,1.0,1.0,1.0,1.0,1.0,0.747,0.584,0.345,0.03,0.499,1.0,0.114,0.605,0.722,0.378,0.074,0.5,0.092,0.466,0.744,0.779,1.0,1.0,0.387,0.807,0.823,0.03,0.088,0.597,1.0,0.759,0.849,0.314,0.646,0.362,0.867,0.483,0.14,0.248,0.856,0.293,0.267,0.787,0.69,0.559,0.237,0.097,0.266,0.14,0.356,0.501,0.085,0.539,0.045,0.752,0.42,0.013,0.528,0.514,0.975,0.705,0.558,0.563,0.928,0.501,0.53,0.778,0.105,0.122,0.05,0.585,0.522,0.474,0.201,0.838,0.695,0.917,0.654,0.862,0.201,0.884,0.915,0.2,0.567,0.465,0.199,0.868,0.089,0.829,0.488,0.605,0.727,0.094,0.091
